# Метеостанция Шереметьево / им. А. С. Пушкина (аэропорт), Россия, METAR=UUEE, выборка с 01.01.2023 по 31.01.2023, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=UUEE&lang=ru
#
"Местное время в Шереметьево / им. А. С. Пушкина (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"22.01.2023 00:30";"-5.0";"755.2";"773.4";"74";"Ветер, дующий с юга";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"22.01.2023 00:00";"-5.0";"755.2";"773.4";"74";"Ветер, дующий с юго-юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"21.01.2023 23:30";"-4.0";"755.3";"773.4";"69";"Ветер, дующий с юго-юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"21.01.2023 23:00";"-4.0";"754.6";"772.7";"69";"Ветер, дующий с юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"21.01.2023 22:30";"-4.0";"754.6";"772.7";"69";"Ветер, дующий с юго-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"21.01.2023 22:00";"-4.0";"754.6";"772.7";"69";"Ветер, дующий с юго-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"21.01.2023 21:30";"-4.0";"754.6";"772.7";"69";"Ветер, дующий с юго-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"21.01.2023 21:00";"-4.0";"754.6";"772.7";"69";"Ветер, дующий с юго-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"21.01.2023 20:30";"-4.0";"754.6";"772.7";"69";"Ветер, дующий с юго-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"21.01.2023 20:00";"-3.0";"754.6";"772.7";"64";"Ветер, дующий с востоко-юго-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"21.01.2023 19:30";"-3.0";"755.3";"773.4";"64";"Ветер, дующий с юго-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"21.01.2023 19:00";"-3.0";"754.6";"772.7";"64";"Ветер, дующий с юго-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"21.01.2023 18:30";"-3.0";"754.6";"772.7";"64";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"21.01.2023 18:00";"-3.0";"754.6";"772.7";"64";"Ветер, дующий с востоко-юго-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"21.01.2023 17:30";"-3.0";"755.3";"773.4";"69";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"21.01.2023 17:00";"-3.0";"755.3";"773.4";"69";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"21.01.2023 16:30";"-2.0";"755.4";"773.4";"64";"Ветер, дующий с востоко-юго-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"21.01.2023 16:00";"-2.0";"755.4";"773.4";"64";"Ветер, дующий с востоко-юго-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"21.01.2023 15:30";"-2.0";"755.4";"773.4";"64";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"21.01.2023 15:00";"-2.0";"754.7";"772.7";"69";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"21.01.2023 14:30";"-2.0";"754.7";"772.7";"69";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"21.01.2023 14:00";"-2.0";"755.4";"773.4";"69";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"21.01.2023 13:30";"-2.0";"755.4";"773.4";"69";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"21.01.2023 13:00";"-2.0";"755.4";"773.4";"69";"Ветер, дующий с юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"21.01.2023 12:30";"-2.0";"755.4";"773.4";"69";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"21.01.2023 12:00";"-2.0";"755.4";"773.4";"69";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"21.01.2023 11:30";"-2.0";"755.4";"773.4";"74";"Ветер, дующий с юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"21.01.2023 11:00";"-2.0";"755.4";"773.4";"69";"Ветер, дующий с юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"21.01.2023 10:30";"-2.0";"754.7";"772.7";"69";"Ветер, дующий с юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"21.01.2023 10:00";"-2.0";"754.7";"772.7";"69";"Ветер, дующий с юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"21.01.2023 09:30";"-2.0";"754.7";"772.7";"74";"Ветер, дующий с юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"21.01.2023 09:00";"-2.0";"754.7";"772.7";"74";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"21.01.2023 08:30";"-1.0";"754.0";"771.9";"64";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"21.01.2023 08:00";"-1.0";"754.0";"771.9";"69";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"21.01.2023 07:30";"-1.0";"754.0";"771.9";"75";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"21.01.2023 07:00";"-1.0";"753.2";"771.1";"75";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"21.01.2023 06:30";"0.0";"753.3";"771.1";"69";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"21.01.2023 06:00";"0.0";"753.3";"771.1";"75";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"21.01.2023 05:30";"0.0";"752.6";"770.4";"75";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"21.01.2023 05:00";"0.0";"752.6";"770.4";"75";"Ветер, дующий с юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"21.01.2023 04:30";"0.0";"752.6";"770.4";"80";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"21.01.2023 04:00";"0.0";"751.8";"769.6";"80";"Ветер, дующий с юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"21.01.2023 03:30";"1.0";"751.9";"769.6";"75";"Ветер, дующий с юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"21.01.2023 03:00";"1.0";"751.9";"769.6";"81";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-2.0";
"21.01.2023 02:30";"1.0";"751.9";"769.6";"81";"Ветер, дующий с юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-2.0";
"21.01.2023 02:00";"2.0";"751.9";"769.6";"81";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Рассеянная (40-50%) 780 м";"10.0 и более";"-1.0";
"21.01.2023 01:30";"2.0";"751.3";"768.9";"81";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Сплошная (100%) 840 м";"10.0 и более";"-1.0";
"21.01.2023 01:00";"2.0";"751.3";"768.9";"81";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Сплошная (100%) 720 м";"10.0 и более";"-1.0";
"21.01.2023 00:30";"2.0";"751.3";"768.9";"81";"Ветер, дующий с юго-юго-востока";"5";"";"";"";"Сплошная (100%) 780 м";"10.0 и более";"-1.0";
"21.01.2023 00:00";"3.0";"750.5";"768.1";"75";"Ветер, дующий с юга";"5";"";"";"";"Сплошная (100%) 690 м";"10.0 и более";"-1.0";
"20.01.2023 23:30";"3.0";"750.5";"768.1";"75";"Ветер, дующий с юга";"5";"";"";"";"Сплошная (100%) 720 м";"10.0 и более";"-1.0";
"20.01.2023 23:00";"3.0";"749.8";"767.3";"75";"Ветер, дующий с юго-юго-востока";"5";"";"";"";"Сплошная (100%) 750 м";"10.0 и более";"-1.0";
"20.01.2023 22:30";"3.0";"749.8";"767.3";"75";"Ветер, дующий с юго-юго-востока";"5";"";"";"";"Сплошная (100%) 750 м";"10.0 и более";"-1.0";
"20.01.2023 22:00";"3.0";"749.1";"766.6";"75";"Ветер, дующий с юга";"5";"";"";"";"Сплошная (100%) 720 м";"10.0 и более";"-1.0";
"20.01.2023 21:30";"3.0";"749.1";"766.6";"75";"Ветер, дующий с юго-юго-востока";"6";"";"";"";"Сплошная (100%) 660 м";"10.0 и более";"-1.0";
"20.01.2023 21:00";"3.0";"749.1";"766.6";"75";"Ветер, дующий с юга";"6";"";"";"";"Сплошная (100%) 630 м";"10.0 и более";"-1.0";
"20.01.2023 20:30";"3.0";"748.3";"765.8";"75";"Ветер, дующий с юга";"5";"";"";"";"Сплошная (100%) 660 м";"10.0 и более";"-1.0";
"20.01.2023 20:00";"3.0";"748.3";"765.8";"81";"Ветер, дующий с юга";"5";"";"";"";"Сплошная (100%) 720 м";"10.0 и более";"0.0";
"20.01.2023 19:30";"3.0";"748.3";"765.8";"81";"Ветер, дующий с юга";"6";"";"";"";"Сплошная (100%) 660 м";"10.0 и более";"0.0";
"20.01.2023 19:00";"3.0";"747.5";"765.0";"81";"Ветер, дующий с юго-юго-востока";"5";"";"";"";"Сплошная (100%) 720 м";"10.0 и более";"0.0";
"20.01.2023 18:30";"3.0";"747.5";"765.0";"81";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Сплошная (100%) 780 м";"10.0 и более";"0.0";
"20.01.2023 18:00";"3.0";"747.5";"765.0";"81";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Сплошная (100%) 780 м";"10.0 и более";"0.0";
"20.01.2023 17:30";"3.0";"746.8";"764.3";"81";"Ветер, дующий с юго-юго-востока";"5";"";"Слабый(ая)(ые) дождь";"";"Сплошная (100%) 720 м";"10.0 и более";"0.0";
"20.01.2023 17:00";"4.0";"746.9";"764.3";"75";"Ветер, дующий с юго-юго-востока";"6";"";"Слабый(ая)(ые) дождь";"";"Сплошная (100%) 720 м";"10.0 и более";"0.0";
"20.01.2023 16:30";"4.0";"746.9";"764.3";"75";"Ветер, дующий с юго-юго-востока";"5";"";"";"";"Сплошная (100%) 600 м";"10.0 и более";"0.0";
"20.01.2023 16:00";"4.0";"746.1";"763.5";"75";"Ветер, дующий с юга";"6";"";"";"";"Сплошная (100%) 540 м";"10.0 и более";"0.0";
"20.01.2023 15:30";"4.0";"746.1";"763.5";"75";"Ветер, дующий с юга";"6";"";"";"";"Сплошная (100%) 570 м";"10.0 и более";"0.0";
"20.01.2023 15:00";"4.0";"746.1";"763.5";"75";"Ветер, дующий с юга";"6";"";"";"";"Сплошная (100%) 540 м";"10.0 и более";"0.0";
"20.01.2023 14:30";"4.0";"746.1";"763.5";"75";"Ветер, дующий с юго-юго-востока";"6";"";"";"";"Сплошная (100%) 540 м";"10.0 и более";"0.0";
"20.01.2023 14:00";"4.0";"746.1";"763.5";"75";"Ветер, дующий с юго-юго-востока";"7";"";"";"";"Сплошная (100%) 510 м";"9.0";"0.0";
"20.01.2023 13:30";"4.0";"746.1";"763.5";"81";"Ветер, дующий с юга";"6";"11";"";"";"Сплошная (100%) 450 м";"9.0";"1.0";
"20.01.2023 13:00";"4.0";"746.1";"763.5";"75";"Ветер, дующий с юго-юго-востока";"7";"";"";"";"Сплошная (100%) 480 м";"9.0";"0.0";
"20.01.2023 12:30";"3.0";"746.0";"763.5";"81";"Ветер, дующий с юга";"6";"";"";"";"Сплошная (100%) 450 м";"9.0";"0.0";
"20.01.2023 12:00";"3.0";"745.4";"762.8";"81";"Ветер, дующий с юга";"6";"";"";"";"Сплошная (100%) 420 м";"9.0";"0.0";
"20.01.2023 11:30";"3.0";"745.4";"762.8";"87";"Ветер, дующий с юга";"6";"";"";"";"Сплошная (100%) 450 м";"9.0";"1.0";
"20.01.2023 11:00";"3.0";"745.4";"762.8";"81";"Ветер, дующий с юго-юго-востока";"7";"";"";"";"Сплошная (100%) 450 м";"9.0";"0.0";
"20.01.2023 10:30";"3.0";"745.4";"762.8";"81";"Ветер, дующий с юга";"6";"";"";"";"Сплошная (100%) 480 м";"9.0";"0.0";
"20.01.2023 10:00";"3.0";"745.4";"762.8";"81";"Ветер, дующий с юга";"6";"";"";"";"Сплошная (100%) 510 м";"10.0 и более";"0.0";
"20.01.2023 09:30";"3.0";"744.6";"762.0";"87";"Ветер, дующий с юго-юго-востока";"7";"";"";"";"Сплошная (100%) 510 м";"10.0 и более";"1.0";
"20.01.2023 09:00";"3.0";"744.6";"762.0";"87";"Ветер, дующий с юго-юго-востока";"6";"";"";"";"Сплошная (100%) 510 м";"10.0 и более";"1.0";
"20.01.2023 08:30";"3.0";"744.6";"762.0";"81";"Ветер, дующий с юго-юго-востока";"6";"";"Слабый(ая)(ые) дождь";"";"Сплошная (100%) 480 м";"9.0";"0.0";
"20.01.2023 08:00";"3.0";"744.6";"762.0";"87";"Ветер, дующий с юго-юго-востока";"8";"";"Слабый(ая)(ые) дождь";"";"Сплошная (100%) 480 м";"9.0";"1.0";
"20.01.2023 07:30";"3.0";"743.8";"761.2";"87";"Ветер, дующий с юго-юго-востока";"7";"";"";"";"Сплошная (100%) 420 м";"9.0";"1.0";
"20.01.2023 07:00";"3.0";"743.8";"761.2";"87";"Ветер, дующий с юга";"6";"12";"";"";"Сплошная (100%) 390 м";"9.0";"1.0";
"20.01.2023 06:30";"3.0";"743.8";"761.2";"87";"Ветер, дующий с юго-юго-востока";"6";"";"";"";"Сплошная (100%) 360 м";"8.0";"1.0";
"20.01.2023 06:00";"3.0";"743.8";"761.2";"87";"Ветер, дующий с юго-востока";"7";"";"Слабый(ая)(ые) морось";"";"Сплошная (100%) 330 м";"7.0";"1.0";
"20.01.2023 05:30";"3.0";"743.8";"761.2";"87";"Ветер, дующий с юго-востока";"7";"";"Дымка";"";"Сплошная (100%) 330 м";"4.7";"1.0";
"20.01.2023 05:00";"3.0";"743.8";"761.2";"87";"Ветер, дующий с юго-востока";"6";"";"Дымка";"";"Сплошная (100%) 270 м";"5.0";"1.0";
"20.01.2023 04:30";"3.0";"743.8";"761.2";"87";"Ветер, дующий с юго-востока";"6";"";"";"";"Сплошная (100%) 270 м";"6.0";"1.0";
"20.01.2023 04:00";"2.0";"743.7";"761.2";"93";"Ветер, дующий с юго-востока";"6";"";"Дымка";"";"Сплошная (100%) 240 м";"5.0";"1.0";
"20.01.2023 03:30";"2.0";"743.7";"761.2";"93";"Ветер, дующий с юго-юго-востока";"5";"";"Слабый(ая)(ые) дождь, дымка";"";"Сплошная (100%) 240 м";"4.8";"1.0";
"20.01.2023 03:00";"2.0";"743.7";"761.2";"93";"Ветер, дующий с юго-востока";"6";"";"Слабый(ая)(ые) дождь, дымка";"";"Сплошная (100%) 210 м";"4.5";"1.0";
